Brand,Model,Battery Capacity (kWh),Efficiency (Wh/km),Top Speed (km/h),Drive Type,Vehicle Weight (kg),Motor Power (kW),Acceleration 0-100 (sec),Charging Time (hours),Range (km)
Audi,e-tron GT (v2024),88.3,217.4,188.6,FWD,2183.5,376.8,7.5,2.5,394.3
BMW,iX1 xDrive30 (v2023),90.9,228.6,186.4,AWD,2581.6,389.0,8.2,2.7,388.3
Nissan,Townstar EV (v2024),44.3,184.9,164.7,RWD,1509.3,175.3,9.6,1.6,211.7
Audi,Q8 50 e-tron (v2025),83.2,215.0,180.0,AWD,2341.1,327.7,8.7,2.5,363.5
Hyundai,Kona Electric 64kWh (v2023),73.8,204.3,182.9,RWD,2070.1,308.5,8.2,2.2,336.1
Lucid,Air Sapphire (v2023),100.0,245.2,242.2,RWD,2476.7,716.7,3.3,3.1,366.3
Chevrolet,Bolt EV (v2025),48.9,184.3,140.3,AWD,1887.6,127.0,11.0,1.6,251.9
Porsche,Taycan Cross Turismo (v2022),82.2,242.9,205.1,AWD,2436.4,474.1,6.2,2.6,327.5
Porsche,Taycan Turbo (v2023),82.9,232.5,194.9,AWD,2427.4,396.6,7.4,2.1,330.5
Polestar,Polestar 3 Long Range (v2025),98.1,227.4,166.7,AWD,2633.0,235.0,9.0,5.0,400.0
Polestar,Polestar 4 Dual (v2024),94.4,241.1,169.8,AWD,2597.3,268.0,8.6,5.2,356.1
BYD,Han EV (v2021),64.7,198.0,158.2,FWD,2148.4,167.6,10.1,2.3,314.5
Hyundai,Ioniq EV (v2022),54.4,191.7,150.4,RWD,1879.2,153.8,10.1,3.1,262.6
Volkswagen,ID.5 Pro (v2022),92.1,218.5,186.9,RWD,2331.3,344.1,8.1,2.6,406.4
Polestar,Polestar 2 Long Range (v2023),75.6,216.4,177.6,RWD,2157.5,263.6,8.3,2.1,311.6
BYD,Han EV (v2023),53.2,216.1,160.3,AWD,1810.0,138.5,10.9,2.1,222.3
Kia,Niro EV (v2024),100.5,223.3,181.5,FWD,2402.9,315.2,8.2,3.5,422.1
Kia,EV9 GT-Line (v2023),103.1,244.1,199.4,AWD,2474.9,362.8,8.5,3.3,398.0
Polestar,Polestar 4 Dual (v2021),74.8,197.9,163.1,FWD,2025.4,180.7,10.0,3.8,334.1
Chevrolet,Blazer EV LT (v2025),75.3,200.3,158.3,RWD,2195.6,192.4,8.9,4.7,361.9
Honda,Prologue EX (v2021),59.6,200.1,158.9,RWD,2059.3,201.0,10.1,2.3,263.1
Chevrolet,Bolt EV (v2024),74.2,183.8,159.1,FWD,1972.3,171.7,9.8,3.6,362.3
Rivian,R1T Quad Motor (v2023),58.7,213.3,205.4,AWD,2016.3,516.3,6.2,2.4,262.8
Toyota,bZ3 (v2023),47.0,206.9,159.1,FWD,1921.6,175.4,9.9,1.8,206.9
Rivian,R1S Dual Motor (v2024),104.3,230.8,238.2,AWD,2472.1,701.7,4.0,5.2,433.7
Tesla,Cybertruck Tri (v2022),103.3,239.7,206.0,AWD,2750.7,495.0,6.0,4.4,393.8
Audi,e-tron S (v2022),87.1,229.6,169.1,AWD,2210.2,250.5,9.3,5.0,366.6
Lucid,Air Sapphire (v2024),85.1,228.4,173.3,AWD,2359.3,329.2,7.9,3.2,338.7
Polestar,Polestar 2 Standard (v2025),70.4,197.0,151.4,RWD,1971.5,162.1,10.6,2.9,345.5
MG,MG4 EV Long Range (v2022),35.4,177.8,148.4,FWD,1723.5,143.2,10.4,2.1,194.9
Honda,e:Ny1 (v2021),59.7,200.9,157.4,RWD,2041.4,161.9,10.1,2.2,283.6
Ford,Mustang Mach-E ER (v2025),54.4,183.8,150.3,FWD,1676.0,123.0,10.1,2.2,264.4
Chevrolet,Bolt EV (v2023),68.6,180.0,154.8,FWD,2129.4,202.6,9.7,4.1,367.3
Chevrolet,Silverado EV WT (v2025),74.8,203.0,191.8,FWD,2006.9,325.2,8.3,5.1,339.4
Lucid,Air Sapphire (v2021),127.6,260.0,268.1,AWD,2701.2,860.4,2.1,7.2,463.7
Honda,Prologue Touring (v2025),71.0,192.8,174.8,RWD,2222.0,228.6,9.4,3.8,331.9
Honda,Prologue Touring (v2024),41.7,177.0,153.3,RWD,1823.3,145.3,10.4,1.2,224.7
MG,Cyberster RWD (v2024),60.4,223.8,169.7,AWD,2035.4,237.5,9.8,4.5,259.8
Kia,Soul EV (v2022),52.0,190.4,150.0,FWD,1907.2,174.2,9.8,3.2,255.3
Kia,Soul EV (v2023),98.9,225.1,186.4,RWD,2470.8,375.9,7.2,3.9,422.4
Honda,Prologue EX (v2023),66.2,192.2,146.3,RWD,2176.6,174.8,9.8,3.9,313.6
Chevrolet,Equinox EV (v2024),72.1,187.8,157.5,RWD,1915.6,187.0,10.2,2.5,338.6
BMW,i5 M60 (v2023),99.0,213.6,171.4,FWD,2566.3,287.0,8.6,9.4,420.7
Nissan,Leaf 40kWh (v2023),36.1,181.2,147.9,FWD,1635.1,80.5,10.9,1.3,183.5
Chevrolet,Silverado EV WT (v2024),99.1,214.3,176.2,RWD,2511.1,269.2,8.7,7.6,450.1
Chevrolet,Blazer EV RS (v2025),58.7,186.6,149.9,FWD,1985.0,136.1,9.5,4.1,293.6
Hyundai,Ioniq 5 N (v2024),92.7,209.6,176.1,RWD,2247.4,290.9,8.1,3.2,425.8
BMW,iX xDrive50 (v2025),66.9,195.8,152.6,FWD,1911.3,166.0,10.1,2.4,305.6
Hyundai,Ioniq 6 Standard (v2023),88.6,213.2,166.9,FWD,2166.2,211.6,9.6,2.4,389.9
BMW,i7 xDrive60 (v2022),66.5,213.0,176.9,RWD,2006.5,276.3,9.0,1.8,275.1
Tesla,Model 3 SR (v2024),123.3,248.0,205.4,AWD,2818.3,449.9,6.8,4.0,453.6
Chevrolet,Equinox EV (v2025),100.2,211.6,181.8,RWD,2220.7,389.7,7.3,9.8,438.7
BMW,i7 xDrive60 (v2024),88.7,239.1,179.8,AWD,2433.4,324.5,8.3,2.9,356.5
BYD,Song Plus EV (v2025),50.8,193.5,158.1,FWD,1825.9,151.7,10.2,2.3,238.9
Mercedes,EQC 400 (v2021),99.4,213.0,190.5,FWD,2438.8,351.7,7.6,2.5,414.7
Rivian,R1S Dual Motor (v2021),81.2,220.6,197.5,AWD,2161.2,401.9,7.3,2.2,350.7
Tesla,Model S Dual (v2023),80.4,253.7,248.6,AWD,2047.5,722.3,3.2,2.9,281.4
Porsche,Taycan Cross Turismo (v2024),91.2,196.8,179.5,RWD,2281.9,315.2,8.1,4.5,429.9
Polestar,Polestar 4 Dual (v2023),93.0,216.2,158.9,FWD,2379.2,230.2,9.2,4.2,413.0
Porsche,Taycan Turbo (v2025),121.4,240.9,240.7,AWD,2675.0,738.8,3.4,6.4,458.5
Rivian,R1T Quad Motor (v2024),49.3,190.6,187.4,AWD,1656.6,379.6,7.6,1.7,243.2
Audi,Q4 Sportback (v2023),103.1,217.5,206.5,FWD,2268.4,442.0,6.6,3.0,451.9
Polestar,Polestar 3 Long Range (v2023),88.9,230.4,176.1,AWD,2260.6,308.3,8.6,4.4,362.2
Rivian,R1T Dual Motor (v2024),49.0,181.9,156.7,RWD,1761.9,167.9,10.1,2.2,247.6
BYD,Seal RWD (v2021),54.8,196.5,152.6,AWD,1918.6,194.0,10.4,2.4,249.2
Toyota,bZ3 (v2022),47.7,186.0,146.0,FWD,1692.1,115.8,10.5,1.7,243.2
Honda,Prologue EX (v2023),58.8,202.3,173.6,RWD,1717.6,256.5,8.4,4.9,280.0
Volvo,C40 Recharge (v2024),63.0,222.5,159.8,AWD,2172.7,265.4,9.0,2.8,268.3
BYD,Atto 3 (v2025),59.7,195.1,157.3,FWD,1923.4,179.7,9.9,4.3,273.1
Lucid,Air Sapphire (v2025),126.8,227.3,213.0,AWD,2695.0,518.6,5.7,7.1,491.7
BYD,Han EV (v2024),76.1,203.8,182.2,FWD,1909.6,310.8,7.9,2.3,339.2
Chevrolet,Equinox EV (v2023),57.0,164.6,155.4,FWD,1743.3,176.1,9.9,1.6,317.9
Mercedes,EQE 350+ (v2025),81.0,204.1,184.9,FWD,2170.2,363.3,8.3,2.4,353.6
BMW,i5 eDrive40 (v2021),48.0,194.7,160.7,RWD,1927.9,198.4,9.5,1.9,219.8
Nissan,Townstar EV (v2025),40.7,206.7,139.9,AWD,1700.5,96.7,10.8,1.7,182.9
Tesla,Model Y Performance (v2021),136.5,259.9,261.3,RWD,2896.5,838.2,2.1,5.5,491.1
Chevrolet,Equinox EV (v2022),87.1,213.8,171.6,RWD,2376.1,256.7,9.3,3.5,388.2
Nissan,Townstar EV (v2023),64.2,189.9,168.7,FWD,1920.9,226.8,9.5,2.5,311.7
Honda,Prologue Touring (v2023),40.3,170.8,165.1,FWD,1517.5,176.7,10.0,1.9,219.1
Nissan,Leaf e+ (v2021),43.0,181.5,140.3,RWD,1612.9,116.7,10.6,1.5,216.1
MG,ZS EV Standard (v2025),47.7,195.9,143.2,RWD,1910.9,111.6,10.7,2.5,222.0
Kia,EV9 GT-Line (v2025),51.8,182.1,166.1,FWD,1649.0,182.3,9.6,3.0,268.6
Nissan,Leaf e+ (v2021),60.1,192.6,159.5,FWD,2024.3,216.7,9.3,3.9,284.7
MG,Cyberster RWD (v2022),57.2,181.9,160.1,FWD,1900.3,182.0,9.6,2.9,285.7
Chevrolet,Blazer EV RS (v2021),64.1,196.5,169.3,FWD,1857.4,190.0,9.8,2.2,308.5
Porsche,Taycan Turbo S (v2022),76.7,219.9,171.8,AWD,2056.3,304.2,8.3,3.1,308.2
BYD,Song Plus EV (v2025),64.7,219.6,168.8,AWD,2175.4,245.3,9.0,2.4,263.2
BYD,Han EV (v2022),68.9,205.6,170.5,AWD,1934.0,201.1,9.3,2.3,325.6
Chevrolet,Bolt EV (v2024),100.0,225.3,176.6,AWD,2390.0,306.6,8.3,7.3,412.2
Honda,Prologue Touring (v2023),47.1,208.2,155.7,AWD,1992.2,186.4,9.9,2.2,206.5
Rivian,R1T Performance (v2024),101.0,242.1,224.2,AWD,2384.0,566.1,5.4,5.2,406.5
Ford,F-150 Lightning Extended (v2021),50.3,191.2,164.3,RWD,1837.8,183.1,9.4,1.8,236.8
Tesla,Model 3 LR (v2024),84.6,249.9,258.3,AWD,2304.3,806.9,2.5,3.0,313.9
Toyota,bZ3 (v2022),102.6,209.6,209.7,RWD,2251.6,452.7,7.0,5.3,477.0
Polestar,Polestar 2 Standard (v2025),69.0,209.2,172.6,AWD,2029.4,234.4,9.0,2.6,307.0
MG,MG4 EV XPOWER (v2022),61.5,200.3,159.1,FWD,1957.2,194.1,10.1,2.8,290.2
BMW,i7 xDrive60 (v2025),93.5,198.5,197.6,RWD,2243.5,387.6,7.3,2.4,437.2
Nissan,Ariya 87kWh (v2022),39.8,178.0,158.3,FWD,1474.7,153.9,10.2,2.2,204.6
Volkswagen,ID.3 Pro (v2024),52.0,199.9,150.0,AWD,1795.8,147.3,10.0,1.9,240.8
Volkswagen,ID.3 Pro (v2022),45.6,198.4,162.6,AWD,1914.0,204.2,9.7,1.6,214.8
Nissan,Ariya e-4ORCE (v2025),69.4,191.4,179.3,RWD,1947.2,304.7,8.7,2.8,325.5
Audi,RS e-tron GT (v2023),77.0,209.1,182.5,AWD,2102.6,338.4,8.0,2.1,330.2
Rivian,R1T Dual Motor (v2024),94.5,207.1,218.6,RWD,2147.8,556.6,5.1,6.5,435.0
MG,MG4 EV Long Range (v2024),72.4,217.6,174.7,AWD,2326.0,307.1,8.2,2.6,305.9
Rivian,R1T Performance (v2022),74.1,218.3,199.4,RWD,2207.8,458.4,6.2,2.1,312.2
Tesla,Model X LR (v2022),80.9,226.7,236.5,RWD,2348.8,607.0,4.9,3.3,336.0
Audi,Q8 50 e-tron (v2025),106.0,234.3,207.8,FWD,2641.7,449.5,7.1,4.9,401.2
Kia,Niro EV (v2022),83.8,205.4,169.6,FWD,2322.9,257.9,8.9,3.1,385.2
Chevrolet,Silverado EV WT (v2023),57.6,208.9,145.4,AWD,1941.0,176.7,9.6,2.4,248.0
Tesla,Cybertruck Tri (v2021),79.3,215.3,179.4,AWD,2151.2,315.5,8.3,5.6,358.0
MG,MG4 EV Long Range (v2023),52.8,190.2,152.0,FWD,1722.3,125.9,10.3,1.9,252.5
Jaguar,I-Pace EV400 (v2025),106.9,231.6,182.8,FWD,2581.2,382.0,7.4,4.4,448.6
Toyota,bZ4X AWD (v2025),104.6,213.6,169.4,FWD,2479.2,302.2,8.2,3.2,466.6
MG,MG5 EV (v2024),59.9,227.0,169.1,AWD,2102.1,248.3,8.9,1.9,244.2
Honda,Prologue Touring (v2021),39.5,181.7,150.6,FWD,1682.5,131.0,10.2,1.7,193.7
BMW,i4 eDrive35 (v2024),79.8,211.7,179.8,AWD,2292.7,298.0,7.7,5.8,346.4
Polestar,Polestar 2 Performance (v2023),90.6,214.9,177.8,RWD,2424.2,286.3,8.3,3.3,392.6
Lucid,Air Sapphire (v2024),107.8,247.3,247.5,AWD,2537.9,721.1,3.7,3.3,390.7
Chevrolet,Blazer EV LT (v2025),78.7,212.7,184.0,FWD,2232.6,324.5,7.8,3.9,352.8
Volkswagen,ID.4 GTX (v2024),79.6,201.8,163.7,FWD,2273.6,193.7,9.9,2.7,354.0
Mercedes,EQB 300 (v2025),52.9,175.6,151.4,FWD,1899.6,138.7,10.4,3.1,265.9
Nissan,Ariya 87kWh (v2025),67.5,214.3,163.5,AWD,2001.3,208.4,9.9,6.0,281.6
BYD,Atto 3 (v2021),99.4,240.6,193.2,AWD,2609.2,413.4,7.3,3.1,376.8
Kia,EV9 Light (v2021),76.4,212.6,156.0,FWD,2077.0,181.3,9.7,2.6,318.7
BMW,i5 eDrive40 (v2024),69.9,196.8,167.6,RWD,2111.2,241.8,9.2,2.0,334.4
Lucid,Air Touring (v2025),78.5,241.9,226.0,AWD,2212.6,595.9,4.4,4.0,307.8
Honda,e (v2024),37.2,197.4,143.4,AWD,1723.8,134.2,10.4,1.4,172.5
Volvo,EX30 Twin Motor (v2023),79.6,219.0,156.7,AWD,2388.3,177.1,10.2,2.2,347.1
Porsche,Taycan Cross Turismo (v2023),109.9,251.0,233.0,AWD,2447.7,620.0,4.7,7.0,398.4
Tesla,Model Y Performance (v2023),135.5,266.6,234.8,AWD,3123.9,640.2,4.3,3.8,497.5
Volkswagen,ID.3 Pro (v2024),98.1,218.6,172.0,RWD,2530.1,235.3,9.3,2.6,412.2
Jaguar,I-Pace Black (v2025),76.7,210.1,154.4,RWD,2234.3,186.3,10.4,1.8,355.0
Chevrolet,Silverado EV WT (v2025),60.7,179.7,167.7,FWD,1790.7,267.0,8.5,2.3,305.6
Lucid,Air Grand Touring (v2023),112.3,235.1,209.8,AWD,2554.7,530.2,5.5,8.4,452.0
Audi,e-tron S (v2022),88.2,190.2,184.5,RWD,2220.3,336.3,7.6,2.9,408.5
Chevrolet,Blazer EV LT (v2023),104.1,211.4,190.5,RWD,2538.7,368.5,7.8,2.8,452.4
Lucid,Air Pure (v2022),65.5,229.3,196.7,AWD,2067.8,410.0,6.4,1.8,252.9
Chevrolet,Bolt EV (v2022),87.3,208.9,173.9,AWD,2349.6,295.1,8.5,3.5,370.0
Rivian,R1S Quad Motor (v2021),63.3,197.7,175.0,AWD,1868.0,284.5,8.5,2.5,301.2
Mercedes,EQB 300 (v2021),84.6,211.3,184.6,FWD,2235.1,340.3,8.3,7.6,390.2
Polestar,Polestar 3 Long Range (v2021),54.3,198.4,155.2,AWD,1930.2,154.3,10.6,3.8,243.0
Kia,EV9 Light (v2024),50.7,195.4,168.0,FWD,1704.4,224.0,9.3,2.0,228.3
BYD,Seal RWD (v2022),79.9,218.4,176.8,AWD,2023.0,258.6,9.0,4.2,358.5
Toyota,bZ3 (v2024),48.6,176.6,146.7,FWD,1609.5,113.4,10.5,3.9,260.7
Nissan,Ariya 63kWh (v2021),36.2,188.0,154.4,AWD,1550.1,107.5,10.7,1.3,175.7
Porsche,Taycan Base (v2022),60.7,211.3,188.1,RWD,1968.4,348.7,7.9,2.0,269.7
Lucid,Air Sapphire (v2023),129.4,262.4,272.6,AWD,2782.3,867.6,2.1,5.1,481.6
Nissan,Townstar EV (v2024),39.3,198.1,146.7,FWD,1769.4,98.9,10.9,1.8,184.8
BYD,Seal RWD (v2021),84.5,217.8,169.3,AWD,2138.8,198.3,9.7,2.2,349.5
Lucid,Air Pure (v2022),135.0,250.3,214.3,AWD,2967.0,552.6,5.3,3.7,515.7
Porsche,Taycan Turbo (v2025),138.1,256.4,207.2,AWD,3150.0,518.1,6.2,4.1,501.3
Jaguar,I-Pace EV400 (v2023),56.9,188.4,160.7,RWD,1754.0,208.3,9.4,2.0,269.8
Volvo,EX90 Twin Motor (v2024),48.4,187.6,145.2,AWD,1686.8,165.7,10.4,1.7,238.3
Hyundai,Ioniq 5 Long Range (v2023),56.3,209.4,156.8,AWD,1972.8,181.5,9.9,1.8,240.1
Honda,e (v2024),72.1,205.4,175.3,FWD,2198.5,276.0,8.7,2.0,337.3
Toyota,bZ4X FWD (v2025),62.3,210.8,170.8,AWD,2118.6,254.9,8.4,3.6,289.4
Kia,EV6 GT-Line (v2022),79.3,220.1,177.7,AWD,2186.0,293.1,8.1,6.4,339.8
BYD,Dolphin Standard (v2025),70.1,213.6,164.5,FWD,2155.1,310.7,8.5,4.6,317.2
Audi,Q4 Sportback (v2025),46.6,214.9,167.4,AWD,1912.0,192.2,9.8,2.1,193.6
Nissan,Townstar EV (v2024),49.5,185.6,159.9,FWD,1899.2,188.7,9.6,1.8,259.5
Toyota,bZ3 (v2021),88.0,230.0,181.9,AWD,2479.4,335.3,7.3,2.7,349.9
Honda,e (v2023),70.6,206.3,159.5,AWD,2094.7,167.9,10.3,1.9,330.0
BYD,Song Plus EV (v2025),86.0,207.1,195.4,FWD,2035.2,331.8,7.6,3.3,391.7
Volkswagen,ID.5 Pro (v2024),57.0,182.8,159.4,FWD,1685.0,202.4,9.6,2.0,285.2
Rivian,R1T Dual Motor (v2023),91.5,248.6,210.7,AWD,2481.2,538.9,6.0,2.9,351.9
Volkswagen,ID.4 GTX (v2021),97.8,223.4,191.6,FWD,2404.4,354.4,8.0,3.1,397.9
Tesla,Model S Dual (v2024),76.8,222.7,191.6,AWD,2329.7,385.6,7.6,2.4,303.9
Mercedes,EQC 400 (v2023),60.1,186.8,169.0,RWD,1764.4,226.8,9.8,1.6,296.4
BYD,Atto 3 (v2022),99.1,216.3,173.3,FWD,2372.5,277.2,8.2,6.0,446.8
Mercedes,EQE 500 (v2022),57.4,212.4,150.9,RWD,1875.4,188.1,10.0,2.6,240.6
Porsche,Taycan Turbo S (v2025),73.3,234.3,210.2,RWD,2236.3,485.5,7.1,2.5,296.7
BYD,Tang EV (v2022),102.9,214.5,203.7,RWD,2464.2,423.4,7.3,7.9,460.6
Hyundai,Ioniq 5 Long Range (v2024),73.0,204.5,165.9,RWD,2037.1,212.6,9.7,6.1,323.0
Lucid,Air Touring (v2021),117.6,237.5,235.9,RWD,2430.6,671.2,4.2,3.7,455.6
Porsche,Taycan 4S (v2022),74.2,217.4,171.6,AWD,1986.6,294.9,8.2,2.4,303.1
Hyundai,Kona Electric 64kWh (v2025),55.6,197.5,161.0,AWD,1822.3,157.2,10.0,2.0,275.5
Porsche,Macan EV Turbo (v2024),64.3,199.5,183.7,RWD,1761.8,308.1,8.2,3.4,291.6
Volkswagen,ID.4 GTX (v2022),56.3,201.1,140.4,AWD,1892.9,133.0,10.6,2.7,269.3
Toyota,bZ4X AWD (v2024),84.3,204.2,168.9,RWD,2255.5,266.3,8.9,4.2,393.5
Chevrolet,Bolt EV (v2023),101.1,226.0,182.3,AWD,2480.4,256.0,8.6,3.1,412.8
Rivian,R1T Dual Motor (v2022),67.9,205.7,184.2,RWD,1974.3,291.5,8.6,2.4,291.3
Lucid,Air Touring (v2025),88.7,239.9,213.2,AWD,2540.6,532.4,6.3,3.5,332.5
Kia,EV9 GT-Line (v2022),86.1,205.1,160.4,RWD,2242.8,214.9,10.3,3.8,395.3
Ford,F-150 Lightning Standard (v2022),105.7,234.6,174.9,AWD,2702.8,325.4,8.6,3.0,410.3
Mercedes,EQS 450+ (v2021),84.9,204.7,156.5,RWD,2368.8,202.2,10.1,4.0,406.2
Jaguar,I-Pace EV400 (v2023),47.7,176.8,161.7,RWD,1629.0,206.4,9.3,1.7,244.6
MG,MG4 EV Long Range (v2025),66.6,204.8,147.1,FWD,2029.1,153.4,10.5,2.3,298.1
Volkswagen,ID.4 Pro (v2024),103.3,224.4,172.7,RWD,2604.8,248.1,8.9,2.4,418.6
Toyota,bZ4X AWD (v2021),71.0,208.0,160.5,FWD,2230.4,243.7,9.2,6.9,324.3
Hyundai,Ioniq 6 Long Range (v2022),80.2,218.3,170.5,FWD,2136.7,268.6,8.9,5.6,341.3
Rivian,R1S Quad Motor (v2025),84.5,220.7,221.0,RWD,2039.8,617.5,4.7,6.3,338.2
Polestar,Polestar 4 Dual (v2021),80.5,202.0,159.7,FWD,2175.4,193.8,10.1,5.9,385.8
Lucid,Air Pure (v2024),123.1,260.1,236.2,AWD,2677.1,655.7,4.2,4.8,422.5
Lucid,Air Pure (v2025),100.5,248.1,256.5,RWD,2532.0,770.9,2.9,4.0,376.4
Jaguar,I-Pace EV400 (v2022),105.7,234.3,204.0,RWD,2562.2,455.9,6.5,4.1,421.0
Nissan,Ariya 63kWh (v2022),52.9,185.4,165.4,FWD,1695.4,200.3,9.5,2.7,270.2
Ford,E-Transit (v2023),58.4,217.1,156.2,AWD,2015.1,184.7,9.7,3.9,251.9
Chevrolet,Equinox EV (v2022),89.4,221.8,171.3,AWD,2248.6,284.9,8.5,6.3,364.3
Polestar,Polestar 2 Long Range (v2022),77.1,218.5,170.7,AWD,2147.6,298.8,8.0,3.7,314.3
Toyota,bZ3 (v2024),52.5,210.9,153.6,AWD,1938.0,139.7,10.3,1.6,234.9
Rivian,R1T Quad Motor (v2024),52.0,209.6,179.6,AWD,2055.8,237.1,8.8,2.1,242.0
BYD,Seal RWD (v2024),58.2,204.0,182.3,RWD,1975.6,261.3,8.9,2.4,252.8
Audi,e-tron GT (v2025),48.4,197.8,148.2,FWD,1805.8,112.6,10.8,1.8,228.4
Porsche,Taycan 4S (v2022),100.6,236.9,203.7,AWD,2465.1,472.5,6.4,3.2,385.0
Lucid,Air Touring (v2022),114.5,254.5,236.7,AWD,2835.8,676.1,4.3,3.7,419.4
Hyundai,Ioniq 5 Long Range (v2024),69.7,179.1,176.1,AWD,1901.9,306.4,8.3,2.7,342.4
Polestar,Polestar 2 Performance (v2024),101.3,220.4,200.5,RWD,2574.4,437.3,7.4,3.1,438.7
Honda,e (v2022),38.7,182.4,150.3,FWD,1655.9,164.3,9.8,1.4,187.3
Jaguar,I-Pace EV400 (v2022),78.8,207.7,169.2,RWD,2011.0,257.0,8.7,2.3,367.9
Chevrolet,Bolt EUV (v2025),83.4,212.1,165.2,RWD,2253.7,232.5,9.6,2.7,368.2
Tesla,Model X Plaid (v2025),102.8,213.2,229.0,RWD,2269.5,586.9,5.0,4.3,458.3
Honda,Prologue Touring (v2023),41.5,184.6,153.9,RWD,1695.5,139.5,10.7,2.2,214.4
Toyota,bZ4X FWD (v2025),87.1,209.4,195.5,RWD,2050.5,315.5,8.6,6.9,381.0
Toyota,bZ4X FWD (v2023),101.6,212.3,198.8,RWD,2315.6,452.5,6.2,4.5,427.4
Volvo,XC40 Recharge (v2025),86.3,224.7,185.4,RWD,2351.1,353.7,7.8,5.0,364.8
BYD,Han EV (v2023),104.9,223.3,187.5,RWD,2648.0,361.0,8.0,5.8,435.0
Lucid,Air Sapphire (v2024),73.1,228.6,203.6,AWD,2173.9,437.4,6.9,2.2,312.6
Nissan,Leaf 40kWh (v2023),53.4,186.1,164.6,FWD,1868.7,185.9,9.6,2.0,264.3
Volkswagen,ID.4 GTX (v2023),73.6,210.9,173.4,FWD,2213.3,277.9,8.8,6.7,337.8
MG,ZS EV Long Range (v2025),64.9,197.1,156.7,FWD,1844.9,173.5,9.9,2.3,315.4
Kia,EV6 Wind (v2024),48.8,191.6,151.1,RWD,1664.7,156.3,10.1,2.0,239.1
Volvo,EX90 Twin Motor (v2024),88.3,204.8,195.5,RWD,2205.0,388.0,7.6,5.2,407.6
BMW,iX xDrive50 (v2021),80.9,209.3,179.0,FWD,2297.2,363.3,8.0,5.2,375.0
Audi,RS e-tron GT (v2024),62.2,201.5,170.6,FWD,2002.4,272.7,9.0,2.0,274.1
Volkswagen,ID.4 Pro (v2023),87.2,216.7,188.8,RWD,2342.1,316.8,8.1,2.9,383.5
Rivian,R1T Performance (v2024),72.6,217.6,181.3,AWD,2235.4,350.0,7.8,2.7,296.1
Volvo,XC40 Recharge (v2024),104.5,238.7,171.4,AWD,2695.7,242.4,9.3,3.8,420.2
Porsche,Macan EV Turbo (v2022),103.0,236.5,234.7,RWD,2532.0,646.9,4.4,8.2,415.1
Hyundai,Ioniq 5 Long Range (v2021),105.2,226.3,180.5,AWD,2323.9,292.0,8.7,3.4,430.5
Toyota,bZ4X FWD (v2025),78.7,220.2,181.7,FWD,2325.9,299.3,8.1,3.1,325.9
Audi,Q4 50 e-tron (v2021),68.8,200.8,174.6,AWD,1934.1,302.5,8.7,2.4,307.9
Mercedes,EQS 580 (v2024),87.6,213.6,195.1,FWD,2182.0,343.5,7.4,2.3,401.0
MG,MG4 EV XPOWER (v2021),71.5,200.4,158.7,RWD,2193.3,239.8,8.9,3.7,339.7
Jaguar,I-Pace HSE (v2023),93.7,240.1,175.5,AWD,2288.2,260.4,9.0,2.7,357.7
Volkswagen,ID.3 Pro S (v2023),103.5,233.8,166.7,AWD,2619.9,248.3,9.3,3.9,419.2
Chevrolet,Bolt EUV (v2023),79.1,219.6,179.6,FWD,2199.4,315.8,8.2,2.4,332.7
Porsche,Taycan 4S (v2021),87.0,237.7,190.7,AWD,2491.9,355.6,7.6,2.3,340.3
Chevrolet,Equinox EV (v2024),57.3,224.8,147.4,AWD,2103.6,152.2,9.6,3.8,237.7
Hyundai,Ioniq 5 N (v2021),73.7,205.2,177.6,RWD,2010.2,288.8,8.1,2.1,328.0
Tesla,Model X Plaid (v2024),65.1,220.8,203.2,RWD,1815.9,508.1,6.1,1.8,266.2
Hyundai,Ioniq 5 Standard (v2022),64.3,202.3,160.4,RWD,2026.8,172.3,10.1,3.4,293.0
Volkswagen,ID. Buzz Pro (v2022),68.1,190.2,163.6,RWD,2124.9,196.0,10.2,2.4,331.5
Rivian,R1S Dual Motor (v2024),51.4,208.6,195.7,AWD,1785.0,436.0,6.6,3.0,227.7
Tesla,Model Y LR (v2025),119.7,244.9,231.8,AWD,2550.1,631.1,4.9,4.8,430.5
Hyundai,Ioniq 6 Standard (v2025),45.2,186.7,149.7,AWD,1726.6,117.4,10.6,2.4,234.2
Ford,F-150 Lightning Standard (v2023),63.7,188.3,158.6,RWD,1969.2,184.7,10.2,4.2,303.1
Ford,E-Transit (v2025),78.8,190.4,165.9,RWD,2179.4,221.3,9.1,7.1,397.7
Rivian,R1T Performance (v2025),109.3,244.6,226.9,AWD,2413.0,633.8,4.9,2.9,417.9
Tesla,Model 3 SR (v2025),82.8,218.7,186.1,AWD,2442.1,356.5,7.9,2.6,349.7
Volkswagen,ID. Buzz Pro (v2025),56.7,179.3,153.9,RWD,1698.4,131.8,10.8,1.8,295.1
Volvo,EX30 Twin Motor (v2022),107.8,220.9,179.1,AWD,2490.1,286.0,8.6,2.5,449.0
Volvo,EX30 Twin Motor (v2025),68.8,216.5,151.8,FWD,2058.0,176.7,9.8,4.4,282.0
Toyota,bZ3 (v2025),52.0,186.3,156.0,RWD,1802.9,202.3,9.3,1.6,269.8
Mercedes,EQG 580 (v2025),64.9,181.1,156.6,FWD,1822.4,182.2,10.3,2.5,325.7
